Country_Code,Country,Year,Indicator_Code,Value,Unit
KOR,KOR,2005,GDPHRS,26.63075665154755,USD_PPP_H
KOR,KOR,2006,GDPHRS,28.087280109581677,USD_PPP_H
KOR,KOR,2007,GDPHRS,30.243790654969175,USD_PPP_H
KOR,KOR,2008,GDPHRS,32.373823692215254,USD_PPP_H
KOR,KOR,2009,GDPHRS,33.379682821164266,USD_PPP_H
KOR,KOR,2010,GDPHRS,35.9430978311172,USD_PPP_H
KOR,KOR,2011,GDPHRS,37.74355848110639,USD_PPP_H
KOR,KOR,2012,GDPHRS,38.34598043038958,USD_PPP_H
KOR,KOR,2016,GDPHRS,42.03072439640671,USD_PPP_H
KOR,KOR,2017,GDPHRS,44.024533172895936,USD_PPP_H
KOR,KOR,2021,GDPHRS,49.98218558092898,USD_PPP_H
JPN,JPN,2005,GDPHRS,45.12357445779913,USD_PPP_H
JPN,JPN,2006,GDPHRS,45.27399893093588,USD_PPP_H
JPN,JPN,2007,GDPHRS,45.719263490581085,USD_PPP_H
JPN,JPN,2008,GDPHRS,45.61304238400228,USD_PPP_H
JPN,JPN,2009,GDPHRS,44.84894694007969,USD_PPP_H
JPN,JPN,2010,GDPHRS,46.25265014943387,USD_PPP_H
JPN,JPN,2011,GDPHRS,46.43946431096342,USD_PPP_H
JPN,JPN,2012,GDPHRS,47.0745190626734,USD_PPP_H
JPN,JPN,2013,GDPHRS,48.12281467815092,USD_PPP_H
JPN,JPN,2014,GDPHRS,48.50120274020391,USD_PPP_H
JPN,JPN,2015,GDPHRS,49.5954923573493,USD_PPP_H
JPN,JPN,2016,GDPHRS,49.67983444304112,USD_PPP_H
JPN,JPN,2017,GDPHRS,50.17980225240412,USD_PPP_H
JPN,JPN,2018,GDPHRS,50.54514364919178,USD_PPP_H
JPN,JPN,2019,GDPHRS,51.04591774712302,USD_PPP_H
JPN,JPN,2020,GDPHRS,50.54510963834785,USD_PPP_H
JPN,JPN,2021,GDPHRS,51.89442259589647,USD_PPP_H
JPN,JPN,2022,GDPHRS,52.43174024938514,USD_PPP_H
JPN,JPN,2023,GDPHRS,52.41203659606682,USD_PPP_H
JPN,JPN,2024,GDPHRS,51.75376344696566,USD_PPP_H
KOR,KOR,2013,GDPHRS,39.3284567340569,USD_PPP_H
USA,USA,2014,GDPHRS,72.35346735812777,USD_PPP_H
USA,USA,2015,GDPHRS,73.19851169166591,USD_PPP_H
KOR,KOR,2015,GDPHRS,40.82243320070815,USD_PPP_H
KOR,KOR,2018,GDPHRS,45.84885092953972,USD_PPP_H
KOR,KOR,2019,GDPHRS,47.00325357796071,USD_PPP_H
DEU,DEU,2005,AVG_ANN_HRS,1431.9,Hours/worker
DEU,DEU,2006,AVG_ANN_HRS,1452.4,Hours/worker
DEU,DEU,2007,AVG_ANN_HRS,1453.9,Hours/worker
DEU,DEU,2008,AVG_ANN_HRS,1446.9,Hours/worker
DEU,DEU,2009,AVG_ANN_HRS,1406.8,Hours/worker
DEU,DEU,2010,AVG_ANN_HRS,1425.4,Hours/worker
DEU,DEU,2011,AVG_ANN_HRS,1427.2,Hours/worker
DEU,DEU,2012,AVG_ANN_HRS,1406.0,Hours/worker
DEU,DEU,2013,AVG_ANN_HRS,1395.7,Hours/worker
DEU,DEU,2014,AVG_ANN_HRS,1400.0,Hours/worker
DEU,DEU,2015,AVG_ANN_HRS,1401.6,Hours/worker
DEU,DEU,2016,AVG_ANN_HRS,1395.8,Hours/worker
DEU,DEU,2017,AVG_ANN_HRS,1388.2,Hours/worker
DEU,DEU,2018,AVG_ANN_HRS,1380.7,Hours/worker
DEU,DEU,2019,AVG_ANN_HRS,1372.0,Hours/worker
DEU,DEU,2020,AVG_ANN_HRS,1313.6,Hours/worker
DEU,DEU,2021,AVG_ANN_HRS,1341.2,Hours/worker
DEU,DEU,2022,AVG_ANN_HRS,1343.4,Hours/worker
DEU,DEU,2023,AVG_ANN_HRS,1338.8,Hours/worker
DEU,DEU,2024,AVG_ANN_HRS,1334.4,Hours/worker
USA,USA,2021,AVG_ANN_HRS,1818.849,Hours/worker
USA,USA,2022,AVG_ANN_HRS,1809.896,Hours/worker
JPN,JPN,2020,AVG_ANN_HRS,1597.011,Hours/worker
JPN,JPN,2021,AVG_ANN_HRS,1607.483,Hours/worker
JPN,JPN,2022,AVG_ANN_HRS,1606.995,Hours/worker
JPN,JPN,2023,AVG_ANN_HRS,1610.745,Hours/worker
JPN,JPN,2024,AVG_ANN_HRS,1617.381,Hours/worker
KOR,KOR,2013,AVG_ANN_HRS,2105.0,Hours/worker
KOR,KOR,2014,AVG_ANN_HRS,2075.0,Hours/worker
KOR,KOR,2015,AVG_ANN_HRS,2082.0,Hours/worker
KOR,KOR,2018,AVG_ANN_HRS,1992.0,Hours/worker
KOR,KOR,2019,AVG_ANN_HRS,1966.0,Hours/worker
KOR,KOR,2020,AVG_ANN_HRS,1907.0,Hours/worker
KOR,KOR,2022,AVG_ANN_HRS,1900.0,Hours/worker
KOR,KOR,2023,AVG_ANN_HRS,1872.0,Hours/worker
KOR,KOR,2024,AVG_ANN_HRS,1865.0,Hours/worker
USA,USA,2005,AVG_ANN_HRS,1842.134,Hours/worker
USA,USA,2006,AVG_ANN_HRS,1846.845,Hours/worker
USA,USA,2007,AVG_ANN_HRS,1841.875,Hours/worker
USA,USA,2008,AVG_ANN_HRS,1830.442,Hours/worker
USA,USA,2009,AVG_ANN_HRS,1798.778,Hours/worker
USA,USA,2010,AVG_ANN_HRS,1810.388,Hours/worker
USA,USA,2011,AVG_ANN_HRS,1820.304,Hours/worker
USA,USA,2012,AVG_ANN_HRS,1827.068,Hours/worker
USA,USA,2013,AVG_ANN_HRS,1825.439,Hours/worker
USA,USA,2014,AVG_ANN_HRS,1830.36,Hours/worker
USA,USA,2015,AVG_ANN_HRS,1831.118,Hours/worker
USA,USA,2016,AVG_ANN_HRS,1822.366,Hours/worker
USA,USA,2017,AVG_ANN_HRS,1820.449,Hours/worker
USA,USA,2018,AVG_ANN_HRS,1825.66,Hours/worker
USA,USA,2019,AVG_ANN_HRS,1822.579,Hours/worker
USA,USA,2020,AVG_ANN_HRS,1799.777,Hours/worker
USA,USA,2023,AVG_ANN_HRS,1804.95,Hours/worker
USA,USA,2024,AVG_ANN_HRS,1795.906,Hours/worker
JPN,JPN,2005,AVG_ANN_HRS,1777.0,Hours/worker
JPN,JPN,2006,AVG_ANN_HRS,1786.0,Hours/worker
JPN,JPN,2007,AVG_ANN_HRS,1785.0,Hours/worker
JPN,JPN,2008,AVG_ANN_HRS,1771.0,Hours/worker
JPN,JPN,2009,AVG_ANN_HRS,1714.0,Hours/worker
JPN,JPN,2010,AVG_ANN_HRS,1733.0,Hours/worker
JPN,JPN,2011,AVG_ANN_HRS,1728.0,Hours/worker
JPN,JPN,2012,AVG_ANN_HRS,1745.0,Hours/worker
JPN,JPN,2013,AVG_ANN_HRS,1734.0,Hours/worker
JPN,JPN,2014,AVG_ANN_HRS,1729.0,Hours/worker
JPN,JPN,2015,AVG_ANN_HRS,1719.0,Hours/worker
JPN,JPN,2016,AVG_ANN_HRS,1714.0,Hours/worker
JPN,JPN,2017,AVG_ANN_HRS,1709.0,Hours/worker
JPN,JPN,2018,AVG_ANN_HRS,1680.0,Hours/worker
JPN,JPN,2019,AVG_ANN_HRS,1644.0,Hours/worker
KOR,KOR,2008,AVG_ANN_HRS,2228.0,Hours/worker
KOR,KOR,2009,AVG_ANN_HRS,2174.0,Hours/worker
KOR,KOR,2010,AVG_ANN_HRS,2163.0,Hours/worker
KOR,KOR,2011,AVG_ANN_HRS,2136.0,Hours/worker
KOR,KOR,2012,AVG_ANN_HRS,2119.0,Hours/worker
KOR,KOR,2016,AVG_ANN_HRS,2068.0,Hours/worker
KOR,KOR,2017,AVG_ANN_HRS,2018.0,Hours/worker
KOR,KOR,2021,AVG_ANN_HRS,1910.0,Hours/worker
DEU,DEU,2012,AV_AN_WAGE,67819.437,USD_PPP (Constant)
DEU,DEU,2011,AV_AN_WAGE,67016.565,USD_PPP (Constant)
DEU,DEU,2010,AV_AN_WAGE,65868.708,USD_PPP (Constant)
JPN,JPN,2021,AV_AN_WAGE,51822.753,USD_PPP (Constant)
JPN,JPN,2020,AV_AN_WAGE,51293.862,USD_PPP (Constant)
JPN,JPN,2017,AV_AN_WAGE,51067.532,USD_PPP (Constant)
JPN,JPN,2016,AV_AN_WAGE,51358.827,USD_PPP (Constant)
JPN,JPN,2006,AV_AN_WAGE,52243.605,USD_PPP (Constant)
JPN,JPN,2005,AV_AN_WAGE,52267.149,USD_PPP (Constant)
DEU,DEU,2025,AV_AN_WAGE,76284.517,USD_PPP (Constant)
DEU,DEU,2024,AV_AN_WAGE,74854.088,USD_PPP (Constant)
DEU,DEU,2023,AV_AN_WAGE,72953.447,USD_PPP (Constant)
DEU,DEU,2022,AV_AN_WAGE,73053.743,USD_PPP (Constant)
DEU,DEU,2021,AV_AN_WAGE,74656.666,USD_PPP (Constant)
DEU,DEU,2020,AV_AN_WAGE,74806.641,USD_PPP (Constant)
DEU,DEU,2015,AV_AN_WAGE,71243.967,USD_PPP (Constant)
DEU,DEU,2014,AV_AN_WAGE,69545.657,USD_PPP (Constant)
KOR,KOR,2024,AV_AN_WAGE,60908.807,USD_PPP (Constant)
KOR,KOR,2023,AV_AN_WAGE,59198.03,USD_PPP (Constant)
KOR,KOR,2022,AV_AN_WAGE,58696.806,USD_PPP (Constant)
KOR,KOR,2021,AV_AN_WAGE,59841.667,USD_PPP (Constant)
KOR,KOR,2020,AV_AN_WAGE,59418.876,USD_PPP (Constant)
KOR,KOR,2019,AV_AN_WAGE,58081.983,USD_PPP (Constant)
KOR,KOR,2018,AV_AN_WAGE,56175.921,USD_PPP (Constant)
KOR,KOR,2017,AV_AN_WAGE,54320.429,USD_PPP (Constant)
KOR,KOR,2016,AV_AN_WAGE,53213.789,USD_PPP (Constant)
KOR,KOR,2015,AV_AN_WAGE,51768.996,USD_PPP (Constant)
KOR,KOR,2014,AV_AN_WAGE,50476.464,USD_PPP (Constant)
KOR,KOR,2013,AV_AN_WAGE,50368.531,USD_PPP (Constant)
KOR,KOR,2012,AV_AN_WAGE,49250.725,USD_PPP (Constant)
KOR,KOR,2011,AV_AN_WAGE,50159.716,USD_PPP (Constant)
KOR,KOR,2010,AV_AN_WAGE,49550.265,USD_PPP (Constant)
KOR,KOR,2009,AV_AN_WAGE,48588.623,USD_PPP (Constant)
KOR,KOR,2008,AV_AN_WAGE,48523.843,USD_PPP (Constant)
KOR,KOR,2007,AV_AN_WAGE,48638.455,USD_PPP (Constant)
KOR,KOR,2006,AV_AN_WAGE,47638.933,USD_PPP (Constant)
KOR,KOR,2005,AV_AN_WAGE,46970.217,USD_PPP (Constant)
JPN,JPN,2025,AV_AN_WAGE,50182.646,USD_PPP (Constant)
JPN,JPN,2024,AV_AN_WAGE,50421.41,USD_PPP (Constant)
JPN,JPN,2023,AV_AN_WAGE,49970.485,USD_PPP (Constant)
JPN,JPN,2022,AV_AN_WAGE,51129.005,USD_PPP (Constant)
JPN,JPN,2019,AV_AN_WAGE,52069.774,USD_PPP (Constant)
JPN,JPN,2018,AV_AN_WAGE,51826.955,USD_PPP (Constant)
DEU,DEU,2009,AV_AN_WAGE,65320.022,USD_PPP (Constant)
DEU,DEU,2008,AV_AN_WAGE,65150.041,USD_PPP (Constant)
JPN,JPN,2008,AV_AN_WAGE,52183.473,USD_PPP (Constant)
JPN,JPN,2007,AV_AN_WAGE,52395.728,USD_PPP (Constant)
DEU,DEU,2007,AV_AN_WAGE,64871.985,USD_PPP (Constant)
DEU,DEU,2006,AV_AN_WAGE,65126.926,USD_PPP (Constant)
DEU,DEU,2005,AV_AN_WAGE,64992.335,USD_PPP (Constant)
JPN,JPN,2015,AV_AN_WAGE,51026.717,USD_PPP (Constant)
JPN,JPN,2014,AV_AN_WAGE,51511.615,USD_PPP (Constant)
JPN,JPN,2013,AV_AN_WAGE,51991.096,USD_PPP (Constant)
JPN,JPN,2012,AV_AN_WAGE,51708.181,USD_PPP (Constant)
JPN,JPN,2011,AV_AN_WAGE,51604.174,USD_PPP (Constant)
JPN,JPN,2010,AV_AN_WAGE,51437.781,USD_PPP (Constant)
JPN,JPN,2009,AV_AN_WAGE,51448.52,USD_PPP (Constant)
USA,USA,2025,AV_AN_WAGE,86977.138,USD_PPP (Constant)
USA,USA,2024,AV_AN_WAGE,85546.027,USD_PPP (Constant)
USA,USA,2023,AV_AN_WAGE,83866.258,USD_PPP (Constant)
USA,USA,2022,AV_AN_WAGE,84214.966,USD_PPP (Constant)
USA,USA,2021,AV_AN_WAGE,86695.78,USD_PPP (Constant)
USA,USA,2020,AV_AN_WAGE,85170.596,USD_PPP (Constant)
USA,USA,2019,AV_AN_WAGE,80317.647,USD_PPP (Constant)
USA,USA,2018,AV_AN_WAGE,78892.594,USD_PPP (Constant)
USA,USA,2017,AV_AN_WAGE,77970.611,USD_PPP (Constant)
USA,USA,2016,AV_AN_WAGE,77129.241,USD_PPP (Constant)
USA,USA,2015,AV_AN_WAGE,76999.191,USD_PPP (Constant)
USA,USA,2014,AV_AN_WAGE,75074.762,USD_PPP (Constant)
USA,USA,2013,AV_AN_WAGE,73913.11,USD_PPP (Constant)
USA,USA,2012,AV_AN_WAGE,74243.084,USD_PPP (Constant)
USA,USA,2011,AV_AN_WAGE,73616.952,USD_PPP (Constant)
USA,USA,2010,AV_AN_WAGE,73515.229,USD_PPP (Constant)
DEU,DEU,2018,AV_AN_WAGE,74155.549,USD_PPP (Constant)
DEU,DEU,2017,AV_AN_WAGE,73176.585,USD_PPP (Constant)
DEU,DEU,2016,AV_AN_WAGE,72398.219,USD_PPP (Constant)
DEU,DEU,2019,AV_AN_WAGE,75376.183,USD_PPP (Constant)
USA,USA,2009,AV_AN_WAGE,72870.344,USD_PPP (Constant)
USA,USA,2008,AV_AN_WAGE,72147.054,USD_PPP (Constant)
USA,USA,2007,AV_AN_WAGE,72325.838,USD_PPP (Constant)
USA,USA,2006,AV_AN_WAGE,70982.433,USD_PPP (Constant)
USA,USA,2005,AV_AN_WAGE,69934.855,USD_PPP (Constant)
KOR,KOR,2025,AV_AN_WAGE,61259.161,USD_PPP (Constant)
DEU,DEU,2013,AV_AN_WAGE,68439.939,USD_PPP (Constant)
